satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,departments,salary,left
0.642,0.326,6,166,2,0,1,support,medium,0
0.69,0.271,5,300,1,0,1,RandD,medium,0
0.983,0.649,5,102,8,0,1,IT,low,0
0.412,0.053,3,288,1,0,1,accounting,medium,0
0.403,0.34,2,258,6,0,1,management,high,0
0.923,0.69,2,153,4,1,0,RandD,low,0
0.246,0.176,2,264,1,1,1,RandD,high,0
0.73,0.221,7,182,9,0,1,marketing,high,1
0.755,0.201,4,312,8,1,0,technical,low,1
0.098,0.001,5,88,9,0,0,marketing,high,1
0.468,0.474,7,87,10,0,1,management,medium,0
0.201,0.039,7,210,10,0,0,RandD,low,1
0.185,0.273,3,303,8,1,1,accounting,medium,0
0.464,0.995,4,95,6,1,0,hr,medium,0
0.289,0.918,4,266,7,1,1,IT,low,0
0.796,0.215,2,305,5,1,1,IT,medium,0
0.908,0.31,6,196,2,1,1,management,medium,0
0.803,0.464,5,288,4,0,1,product_mng,medium,0
0.266,0.844,4,261,5,0,1,accounting,medium,0
0.274,0.803,5,131,1,0,1,RandD,medium,0
0.255,0.126,6,285,9,0,0,technical,medium,1
0.135,0.124,2,247,10,1,1,IT,medium,1
0.944,0.417,5,83,5,0,1,IT,high,0
0.402,0.87,7,216,5,0,0,technical,high,1
0.225,0.882,6,237,9,0,0,accounting,medium,1
0.847,0.107,5,272,5,1,1,management,high,0
0.399,0.574,2,265,7,1,1,management,high,0
0.035,0.156,6,194,6,1,0,technical,low,1
0.162,0.686,6,151,3,1,0,product_mng,medium,0
0.639,0.916,4,126,8,1,0,support,high,0
0.783,0.455,5,101,2,1,1,sales,low,0
0.211,0.083,5,233,3,1,1,RandD,medium,0
0.917,0.579,2,310,7,1,0,hr,high,0
0.851,0.409,3,99,8,0,0,sales,high,1
0.848,0.811,6,248,10,1,0,RandD,high,0
0.228,0.34,7,220,8,0,0,sales,medium,1
0.051,0.875,3,121,1,0,1,hr,low,0
0.867,0.274,4,131,9,0,0,sales,low,0
0.306,0.158,7,148,5,1,1,product_mng,high,0
0.619,0.306,2,244,1,0,0,technical,high,0
0.76,0.035,3,151,6,0,0,product_mng,low,0
0.128,0.281,2,278,2,0,1,product_mng,low,0
0.781,0.66,3,168,5,1,1,marketing,low,0
0.939,0.142,5,106,5,0,0,hr,high,1
0.728,0.111,4,102,1,1,1,management,high,0
0.441,0.132,7,176,9,1,1,IT,high,1
0.877,0.078,7,177,6,1,0,management,low,0
0.527,0.875,7,256,10,0,1,product_mng,high,1
0.745,0.944,6,194,5,0,1,technical,high,0
0.821,0.047,6,119,6,1,1,RandD,medium,0
0.749,0.76,5,131,9,0,0,accounting,high,0
0.288,0.737,7,215,3,0,0,IT,medium,0
0.118,0.997,2,160,10,0,1,marketing,low,1
0.238,0.348,6,241,2,0,1,product_mng,medium,1
0.503,0.286,2,301,10,0,1,technical,low,1
0.505,0.453,4,165,7,0,0,IT,low,1
0.583,0.857,3,212,6,0,1,product_mng,medium,0
0.395,0.729,5,279,3,1,0,IT,high,0
0.787,0.472,6,130,6,1,0,management,low,0
0.913,0.245,2,202,6,1,1,IT,low,0
0.247,0.727,5,153,10,0,1,RandD,high,1
0.737,0.855,3,230,9,1,0,sales,low,1
0.678,0.4,2,258,5,0,0,IT,low,1
0.523,0.669,4,113,4,0,1,hr,low,0
0.189,0.4,5,124,4,1,1,hr,low,1
0.795,0.478,3,85,4,0,0,management,high,0
0.961,0.525,4,82,1,0,1,sales,medium,0
0.722,0.776,7,92,1,1,1,hr,high,0
0.918,0.978,4,249,8,0,1,support,high,0
0.984,0.444,7,296,3,0,1,sales,medium,1
0.352,0.342,7,178,5,1,0,sales,high,1
0.638,0.374,4,291,7,0,1,accounting,low,1
0.474,0.134,5,255,7,1,1,marketing,low,1
0.987,0.297,6,273,4,0,0,marketing,high,0
0.094,0.086,4,257,8,0,0,hr,medium,1
0.412,0.428,4,127,2,0,0,sales,medium,0
0.876,0.167,3,205,5,0,1,sales,medium,1
0.284,0.346,2,206,2,0,1,management,high,1
0.788,0.794,2,233,6,1,0,RandD,low,1
0.383,0.246,4,271,1,0,1,accounting,high,0
0.98,0.612,6,107,10,1,0,marketing,high,1
0.884,0.901,3,241,7,1,0,technical,high,1
0.301,0.567,3,279,3,0,0,marketing,low,0
0.77,0.194,3,107,7,1,0,management,low,0
0.337,0.345,5,179,4,0,1,technical,low,0
0.606,0.59,3,294,6,0,1,technical,high,1
0.658,0.507,3,85,2,1,0,IT,medium,0
0.83,0.149,2,118,6,0,1,product_mng,high,0
0.024,0.447,3,272,2,1,0,RandD,low,0
0.22,0.543,3,121,2,1,1,technical,medium,0
0.712,0.267,6,248,6,1,1,management,low,1
0.564,0.612,7,296,6,0,1,technical,high,0
0.496,0.07,4,199,3,1,1,support,low,0
0.055,0.337,2,196,1,1,0,management,medium,0
0.348,0.804,2,182,5,0,0,IT,high,1
0.865,0.259,3,169,10,0,0,marketing,high,0
0.031,0.605,4,171,8,0,0,product_mng,high,1
0.396,0.41,5,212,1,1,1,support,medium,0
0.945,0.316,3,294,10,1,1,marketing,low,1
0.051,0.916,4,315,5,1,1,accounting,low,1
0.75,0.343,3,287,6,0,0,sales,medium,0
0.258,0.237,5,108,1,0,0,hr,medium,0
0.867,0.909,6,153,4,0,1,technical,medium,0
0.746,0.746,2,261,8,1,1,management,low,0
0.886,0.682,4,210,4,0,0,management,high,0
0.216,0.05,5,160,2,1,0,management,medium,0
0.531,0.131,6,154,1,1,0,RandD,low,0
0.779,0.638,5,108,10,1,0,management,high,1
0.246,0.209,5,159,9,0,1,hr,medium,1
0.231,0.226,6,181,1,0,1,RandD,low,1
0.027,0.779,4,179,10,1,0,hr,medium,1
0.959,0.286,5,211,9,0,0,IT,high,1
0.71,0.072,3,145,4,1,1,hr,high,0
0.636,0.036,4,129,7,0,0,management,low,0
0.744,0.443,2,293,3,0,1,RandD,high,0
0.532,0.617,4,177,3,1,1,technical,medium,0
0.476,0.869,2,141,8,1,0,support,high,0
0.45,0.111,3,232,3,0,0,technical,high,0
0.64,0.197,4,210,4,1,0,marketing,high,0
0.202,0.53,5,218,4,0,0,product_mng,medium,1
0.888,0.364,7,133,2,0,1,hr,medium,0
0.812,0.483,2,253,9,1,1,support,high,0
0.35,0.924,7,126,7,0,0,technical,high,0
0.579,0.545,3,280,9,0,0,RandD,high,1
0.141,0.415,6,181,6,0,1,technical,high,1
0.972,0.989,6,178,2,1,1,management,medium,0
0.903,0.065,7,173,3,0,1,sales,high,0
0.922,0.932,2,181,4,0,0,product_mng,high,0
0.332,0.502,7,239,10,0,0,management,low,1
0.169,0.504,2,199,3,1,0,marketing,low,0
0.212,0.922,7,110,7,0,0,hr,high,1
0.09,0.507,5,215,2,0,1,product_mng,medium,0
0.12,0.438,4,144,10,0,0,accounting,high,1
0.071,0.272,4,105,7,0,0,accounting,low,0
0.99,0.659,2,281,5,0,0,marketing,medium,0
0.074,0.57,6,155,4,1,1,technical,high,0
0.133,0.214,6,222,4,0,1,management,medium,1
0.827,0.709,7,121,3,0,1,sales,high,0
0.58,0.644,6,161,6,1,0,IT,low,1
0.774,0.397,7,172,9,0,1,RandD,medium,0
0.631,0.004,7,112,3,0,0,accounting,medium,1
0.882,0.447,4,313,8,0,0,marketing,high,1
0.638,0.006,6,154,6,1,0,product_mng,medium,1
0.522,0.075,3,219,8,1,0,product_mng,low,1
0.713,0.431,6,215,8,1,1,management,high,1
0.447,0.082,5,183,1,0,1,IT,high,0
0.346,0.276,4,220,1,0,1,hr,high,0
0.468,0.655,5,215,10,0,0,sales,low,1
0.17,0.309,3,99,2,1,1,RandD,high,0
0.797,0.998,5,240,6,0,1,RandD,medium,0
0.261,0.916,4,107,8,0,0,RandD,high,0
0.154,0.585,3,184,6,0,1,product_mng,medium,1
0.246,0.967,7,167,1,1,0,RandD,high,0
0.842,0.868,2,187,1,1,0,product_mng,medium,0
0.33,0.319,6,97,7,1,0,marketing,medium,1
0.686,0.75,3,248,9,0,0,hr,high,0
0.856,0.137,3,180,4,1,0,RandD,low,1
0.078,0.685,2,94,6,1,1,accounting,high,0
0.765,0.491,2,80,10,1,1,management,low,0
0.308,0.017,2,209,9,1,1,support,high,1
0.217,0.274,6,239,6,1,0,marketing,low,0
0.689,0.955,7,211,7,1,0,RandD,low,1
0.91,0.316,5,252,10,0,0,RandD,medium,0
0.295,0.181,2,261,8,1,1,technical,low,0
0.569,0.188,7,289,5,0,0,accounting,low,1
0.29,0.479,5,315,7,0,1,technical,low,1
0.554,0.843,5,292,4,0,0,product_mng,low,0
0.622,0.758,7,270,10,1,0,accounting,medium,1
0.61,0.437,4,183,1,1,0,support,low,0
0.624,0.209,4,200,3,1,0,technical,low,1
0.135,0.046,6,227,4,1,0,RandD,medium,1
0.694,0.463,5,120,3,1,1,support,low,0
0.675,0.815,6,242,6,1,0,hr,high,0
0.683,0.73,6,221,8,0,1,hr,high,0
0.074,0.409,7,204,9,0,1,IT,low,1
0.447,0.595,3,280,6,0,1,accounting,high,1
0.409,0.436,2,244,7,1,1,support,high,0
0.087,0.579,4,303,6,1,0,management,high,1
0.222,0.518,5,314,1,1,0,support,medium,1
0.441,0.681,6,278,8,0,1,hr,low,1
0.743,0.508,3,151,1,0,0,accounting,high,0
0.237,0.941,6,125,6,1,1,IT,medium,1
0.83,0.428,6,151,10,1,1,hr,low,1
0.546,0.016,6,251,8,0,1,RandD,low,1
0.76,0.236,6,287,6,0,0,RandD,low,1
0.473,0.501,7,291,4,1,0,IT,medium,0
0.499,0.541,5,244,9,0,1,support,medium,1
0.62,0.552,4,243,9,0,0,RandD,medium,1
0.928,0.715,4,308,4,0,0,sales,high,0
0.492,0.275,6,244,2,0,1,IT,high,0
0.529,0.665,3,113,6,0,0,technical,high,0
0.602,0.704,5,200,7,0,0,sales,medium,1
0.738,0.411,5,166,10,0,1,sales,high,1
0.072,0.402,5,232,9,1,0,sales,low,1
0.516,0.179,4,232,3,0,1,management,medium,0
0.482,0.414,6,150,3,1,1,accounting,medium,0
0.922,0.787,2,151,10,0,1,management,low,0
0.494,0.909,6,101,4,1,0,sales,high,0
0.468,0.594,6,150,5,0,0,management,low,1
0.962,0.299,7,278,4,1,1,marketing,low,0
0.451,0.682,7,237,4,1,0,accounting,low,1
0.181,0.74,4,306,6,1,1,hr,high,0
0.217,0.332,2,302,3,1,1,support,medium,1
0.095,0.827,5,285,5,1,1,accounting,low,1
0.001,0.074,2,123,4,1,1,RandD,high,0
0.432,0.011,3,160,2,1,0,product_mng,low,0
0.769,0.123,6,93,8,0,1,product_mng,low,0
0.733,0.156,5,102,9,1,1,support,high,0
0.032,0.879,5,135,5,1,1,technical,low,1
0.57,0.425,6,147,3,1,1,management,low,0
0.154,0.275,2,83,7,1,0,accounting,medium,1
0.941,0.429,6,282,6,0,1,marketing,high,0
0.167,0.395,5,206,6,1,1,RandD,high,0
0.627,0.301,4,237,6,1,0,product_mng,low,1
0.326,0.138,4,236,8,1,0,support,low,1
0.642,0.656,5,312,1,0,0,management,medium,0
0.412,0.137,5,115,1,1,1,management,medium,0
0.76,0.775,4,162,1,0,1,support,medium,0
0.231,0.202,3,154,2,0,0,hr,medium,0
0.906,0.731,3,212,10,1,0,product_mng,high,0
0.5,0.806,4,206,8,0,1,accounting,low,0
0.756,0.125,3,269,7,1,1,technical,high,0
0.85,0.087,5,214,7,1,1,product_mng,high,0
0.999,0.95,7,136,1,0,0,technical,high,1
0.224,0.463,2,215,3,0,1,hr,medium,1
0.287,0.63,3,311,8,0,0,IT,medium,1
0.25,0.023,2,218,5,1,1,support,medium,1
0.263,0.279,7,222,6,1,1,RandD,low,1
0.582,0.505,6,122,8,1,1,management,low,0
0.994,0.886,3,81,1,0,1,IT,medium,0
0.99,0.271,4,130,8,0,0,accounting,medium,1
0.527,0.775,6,86,7,0,1,RandD,medium,0
0.639,0.662,7,188,5,0,0,product_mng,medium,1
0.86,0.115,5,291,5,1,0,hr,low,1
0.933,0.293,3,187,1,0,1,technical,high,0
0.204,0.238,6,234,3,1,1,hr,high,0
0.529,0.443,6,285,3,0,0,product_mng,low,1
0.833,0.635,5,263,9,1,1,sales,low,1
0.303,0.433,2,236,2,1,0,management,medium,0
0.44,0.245,6,268,3,1,0,accounting,low,1
0.986,0.696,2,147,2,0,0,hr,low,0
0.985,0.584,7,180,3,0,0,technical,high,0
0.906,0.519,7,175,1,0,0,accounting,low,1
0.798,0.554,5,271,3,0,0,RandD,medium,0
0.269,0.222,5,178,8,0,0,management,high,1
0.321,0.68,2,305,8,1,1,IT,high,1
0.547,0.388,7,124,4,1,1,management,low,0
0.561,0.363,3,121,8,1,0,accounting,low,0
0.506,0.15,3,251,7,0,0,support,high,1
0.637,0.597,6,263,10,0,1,support,medium,1
0.408,0.603,7,242,9,0,0,management,high,1
0.749,0.34,4,153,3,0,0,RandD,medium,0
0.334,0.86,5,82,6,1,0,technical,low,0
0.331,0.845,5,157,8,0,1,technical,low,1
0.127,0.109,3,191,4,1,0,hr,high,0
0.189,0.695,5,179,6,0,1,technical,high,1
0.851,0.394,7,301,5,0,0,support,high,0
0.446,1.0,4,287,4,0,1,RandD,low,0
0.228,0.225,6,266,2,0,1,hr,low,1
0.759,0.281,6,85,1,0,0,IT,low,0
0.554,0.442,7,110,8,0,0,RandD,high,1
0.021,0.269,6,184,9,1,0,accounting,low,1
0.316,0.692,7,229,7,1,1,RandD,high,1
0.177,0.481,6,243,3,0,1,RandD,low,0
0.656,0.221,7,151,1,0,0,support,medium,0
0.275,0.506,6,106,7,1,0,RandD,low,1
0.065,0.889,7,158,2,0,0,sales,medium,0
0.055,0.792,7,270,6,1,1,accounting,high,1
0.582,0.499,7,316,10,0,1,accounting,low,1
0.022,0.288,5,306,1,1,0,accounting,medium,1
0.849,0.18,6,222,6,1,0,sales,low,1
0.155,0.878,7,101,10,1,0,management,low,1
0.607,0.71,4,312,4,1,1,product_mng,high,1
0.445,0.572,2,116,9,0,0,sales,medium,0
0.443,0.879,7,144,9,0,1,marketing,medium,1
0.072,0.122,5,313,5,0,1,marketing,low,1
0.803,0.682,4,200,4,1,0,product_mng,low,1
0.893,0.217,6,127,7,1,1,accounting,medium,0
0.011,0.121,2,200,7,0,1,marketing,low,0
0.179,0.466,4,98,5,0,0,support,high,0
0.904,0.387,3,155,2,1,0,RandD,low,0
0.549,0.941,3,308,8,0,0,support,high,1
0.15,0.324,7,151,3,1,0,technical,low,1
0.203,0.815,5,294,2,0,0,support,medium,1
0.66,0.749,2,210,1,0,1,management,low,0
0.725,0.668,4,237,5,1,1,marketing,low,0
0.599,0.92,3,248,2,1,1,IT,medium,0
0.953,0.408,7,212,4,0,1,IT,low,1
0.494,0.39,3,88,3,0,0,hr,low,0
0.3,0.161,4,300,5,0,0,RandD,high,1
0.477,0.276,4,194,8,1,1,accounting,medium,0
0.36,0.88,3,237,5,0,1,RandD,medium,0
0.224,0.474,6,212,6,1,0,management,medium,1
0.046,0.341,5,238,2,1,1,RandD,medium,1
0.352,0.216,4,165,2,1,0,product_mng,medium,0
0.711,0.485,4,282,10,0,1,support,high,0
0.018,0.717,6,133,7,1,1,sales,medium,1
0.439,0.287,2,236,1,1,0,accounting,medium,0
0.644,0.758,7,218,6,0,1,management,low,0
0.61,0.63,5,200,1,1,1,RandD,high,0
0.777,0.788,3,85,1,1,1,product_mng,medium,0
0.811,0.251,5,173,4,0,1,technical,medium,0
0.712,0.631,7,91,7,1,0,RandD,high,0
0.103,0.154,3,200,7,0,0,support,low,1
0.475,0.364,5,245,8,0,0,RandD,low,1
0.603,0.724,5,205,2,1,0,IT,low,0
0.246,0.632,6,261,2,0,1,hr,low,1
0.043,0.188,5,166,6,1,0,management,medium,1
0.224,0.858,6,153,9,0,1,support,medium,0
0.455,0.053,6,187,8,0,0,IT,low,1
0.414,0.595,7,134,7,1,0,management,low,1
0.177,0.984,4,272,1,0,0,sales,high,0
0.824,0.532,6,274,9,1,0,marketing,low,1
0.926,0.801,3,179,10,0,1,technical,high,1
0.201,0.595,7,270,6,0,1,product_mng,high,1
0.93,0.783,7,86,4,0,1,sales,medium,0
0.018,0.656,3,117,7,0,1,technical,medium,1
0.925,0.691,5,147,7,0,0,product_mng,medium,0
0.952,0.228,6,173,10,0,1,sales,low,1
0.012,0.742,2,135,2,0,0,accounting,medium,0
0.763,0.238,6,202,6,1,1,marketing,medium,0
0.97,0.981,6,270,8,0,1,product_mng,medium,0
0.906,0.228,7,189,4,1,1,product_mng,low,0
0.971,0.237,3,187,9,1,0,hr,high,0
0.55,0.859,6,94,1,1,0,hr,medium,0
0.078,0.243,6,147,2,1,0,sales,low,1
0.85,0.361,2,273,8,1,0,RandD,high,0
0.614,0.715,6,274,2,1,1,product_mng,high,0
0.615,0.159,5,105,5,1,1,accounting,medium,0
0.417,0.159,7,84,3,1,0,accounting,low,0
0.572,0.486,2,279,7,0,0,accounting,high,1
0.154,0.244,7,121,1,1,0,RandD,low,0
0.74,0.236,5,217,4,0,0,support,low,0
0.075,0.009,3,278,10,0,1,hr,high,1
0.73,0.37,4,268,4,1,1,accounting,low,0
0.849,0.318,6,212,6,1,1,support,low,1
0.472,0.031,7,170,10,1,1,support,high,0
0.51,0.621,3,265,7,0,0,marketing,low,1
0.312,0.627,7,246,8,1,0,IT,high,1
0.969,0.071,5,281,10,1,1,RandD,low,0
0.733,0.317,3,203,7,0,0,product_mng,high,0
0.369,0.873,5,306,9,1,1,technical,high,1
0.175,0.582,6,264,6,1,1,IT,low,1
0.22,0.412,2,95,9,1,0,hr,medium,1
0.464,0.465,2,150,7,0,0,hr,high,0
0.943,0.208,2,271,4,0,1,IT,low,0
0.734,0.812,5,107,6,0,1,accounting,high,0
0.215,0.914,2,250,4,1,0,sales,medium,1
0.86,0.911,7,161,4,1,1,management,high,0
0.378,0.224,2,129,3,0,0,accounting,low,0
0.852,0.311,2,209,5,1,1,sales,high,0
0.242,0.161,3,303,4,0,0,accounting,high,0
0.619,0.307,6,295,7,1,0,product_mng,medium,1
0.927,0.333,7,177,4,0,0,hr,low,0
0.258,0.633,3,80,5,1,0,support,medium,0
0.693,0.19,5,293,2,0,0,hr,medium,1
0.987,0.919,6,295,4,0,0,hr,medium,0
0.151,0.103,6,225,4,1,1,support,medium,1
0.088,0.007,2,230,10,1,0,product_mng,high,1
0.674,0.855,7,206,5,0,0,RandD,medium,0
0.34,0.704,7,82,1,1,1,support,medium,1
0.071,0.355,6,118,4,0,1,management,high,0
0.475,0.595,5,114,8,0,0,technical,high,1
0.754,0.224,4,299,2,1,0,support,medium,0
0.285,0.168,7,91,2,0,0,marketing,low,1
0.335,0.471,7,213,4,1,1,product_mng,high,0
0.846,0.353,5,167,4,0,1,sales,medium,0
0.52,0.615,6,81,5,0,1,management,medium,0
0.843,0.218,4,300,1,1,0,support,high,0
0.446,0.663,6,84,8,1,0,technical,medium,0
0.953,0.767,2,285,3,1,0,marketing,high,0
0.651,0.167,7,266,8,1,1,management,medium,1
0.116,0.044,5,270,6,1,1,sales,high,1
0.885,0.44,5,118,3,0,1,product_mng,low,0
0.489,0.774,3,291,5,1,0,management,high,0
0.142,0.651,5,223,1,1,0,hr,low,1
0.153,0.702,2,176,8,1,1,technical,high,0
0.688,0.403,7,243,4,1,0,RandD,low,0
0.047,0.235,6,161,4,0,1,hr,high,0
0.287,0.532,4,147,2,0,1,RandD,high,0
0.14,0.204,7,149,4,0,0,RandD,high,0
0.441,0.726,6,216,4,0,1,accounting,high,1
0.414,0.197,2,224,3,0,0,product_mng,medium,0
0.522,0.291,2,137,10,0,0,sales,low,0
0.28,0.507,3,138,3,1,0,RandD,high,0
0.032,0.487,2,307,2,1,1,RandD,medium,0
0.614,0.601,5,203,6,1,1,hr,high,0
0.374,0.437,5,286,4,0,0,management,high,1
0.651,0.919,5,159,5,1,1,IT,high,0
0.109,0.84,2,149,8,0,0,management,medium,1
0.014,0.879,7,147,1,0,1,sales,medium,0
0.248,0.63,7,206,6,1,1,management,medium,1
0.457,0.635,5,266,1,1,1,technical,medium,0
0.394,0.609,2,200,1,1,1,RandD,high,0
0.81,0.435,4,150,1,0,0,RandD,low,0
0.378,0.322,6,310,2,0,0,RandD,low,1
0.53,0.592,6,217,4,1,1,management,low,0
0.594,0.026,3,174,10,0,0,marketing,medium,1
0.022,0.007,6,82,10,1,1,technical,high,0
0.515,0.852,7,214,2,0,0,RandD,low,0
0.345,0.046,5,229,10,0,1,support,high,1
0.421,0.525,4,302,7,1,1,RandD,low,0
0.1,0.615,5,135,6,1,1,IT,high,1
0.783,0.198,2,119,8,0,0,sales,high,1
0.942,0.896,5,319,5,0,1,RandD,high,0
0.022,0.19,2,212,3,0,0,sales,high,0
0.601,0.885,2,86,6,1,0,IT,medium,0
0.764,0.763,5,105,8,1,0,RandD,high,0
0.285,0.241,5,194,7,0,0,hr,high,0
0.788,0.151,7,228,2,0,1,IT,low,0
0.632,0.316,5,138,10,1,1,support,high,0
0.929,0.398,7,167,3,0,0,IT,high,0
0.981,0.246,6,256,9,1,1,marketing,low,0
0.042,0.999,4,312,4,1,1,technical,high,1
0.445,0.23,7,197,1,1,1,marketing,low,1
0.547,0.831,4,179,10,0,0,hr,medium,0
0.147,0.159,5,166,6,1,1,sales,high,1
0.336,0.98,2,112,3,1,0,management,high,0
0.988,0.226,3,92,1,0,1,marketing,medium,0
0.016,0.422,5,280,2,1,0,RandD,high,1
0.453,0.559,3,88,2,1,1,RandD,low,0
0.843,0.12,5,277,10,0,0,management,high,1
0.324,0.817,2,139,2,0,0,RandD,low,0
0.48,0.275,3,246,2,1,0,hr,high,0
0.978,0.549,5,308,9,1,0,support,high,1
0.475,0.55,5,259,9,1,0,support,medium,1
0.131,0.603,7,255,3,1,1,RandD,low,1
0.052,0.055,7,143,7,1,0,technical,medium,1
0.945,0.169,6,223,6,1,0,technical,low,1
0.266,0.161,2,234,6,1,0,support,high,0
0.504,0.302,5,182,4,1,0,support,medium,0
0.091,0.145,3,89,8,0,0,sales,high,1
0.424,0.922,3,298,9,0,1,accounting,high,1
0.93,0.513,3,127,8,0,0,marketing,low,0
0.502,0.624,4,313,10,1,1,support,high,1
0.971,0.357,2,303,2,1,0,support,low,0
0.259,0.276,5,84,7,0,1,management,low,0
0.505,0.503,2,257,10,0,0,management,low,1
0.86,0.294,5,232,6,0,1,technical,medium,0
0.448,0.344,5,135,10,0,1,RandD,high,0
0.279,0.453,3,275,4,1,1,IT,high,0
0.855,0.506,2,106,9,0,1,IT,low,0
0.39,0.984,6,139,10,0,1,marketing,low,1
0.531,0.223,6,307,7,0,1,management,low,1
0.977,0.488,3,258,8,1,1,marketing,high,0
0.186,0.15,7,106,6,1,0,management,medium,1
0.301,0.35,3,114,4,1,1,hr,low,0
0.031,0.717,7,141,6,1,1,accounting,low,1
0.392,0.174,2,96,10,1,0,accounting,low,1
0.2,0.581,5,123,1,1,1,accounting,high,0
0.68,0.417,2,217,3,1,1,support,medium,0
0.181,0.052,3,81,5,0,0,management,medium,0
0.675,0.933,4,148,4,0,0,management,high,0
0.263,0.414,2,155,7,0,0,RandD,low,1
0.355,0.784,4,313,4,1,1,accounting,low,1
0.349,0.416,3,313,7,1,1,hr,low,1
0.717,0.937,2,282,2,1,0,technical,low,1
0.467,0.29,7,162,4,0,1,sales,high,1
0.361,0.412,7,206,7,1,0,management,high,1
0.853,0.759,7,201,5,1,1,marketing,medium,0
0.572,0.344,2,286,8,1,0,accounting,high,1
0.214,0.364,4,259,7,1,1,marketing,medium,1
0.9,0.995,3,297,4,1,0,marketing,low,1
0.343,0.556,3,212,5,0,1,sales,low,1
0.039,0.689,4,300,10,0,1,support,low,1
0.495,0.643,5,258,10,0,1,sales,high,1
0.124,0.828,4,257,1,0,0,product_mng,medium,1
0.238,0.862,3,238,8,1,0,sales,high,1
0.747,0.563,7,160,5,0,0,hr,low,0
0.131,0.295,7,226,1,0,0,support,high,1
0.807,0.023,3,165,7,0,0,accounting,low,1
0.937,0.614,3,235,1,1,1,sales,medium,0
0.607,0.825,5,141,4,0,0,sales,medium,0
0.71,0.451,4,271,7,1,0,product_mng,high,1
0.714,0.165,7,217,9,1,0,accounting,medium,1
0.993,0.288,4,250,5,0,0,hr,high,0
0.342,0.51,2,133,9,1,1,marketing,medium,0
0.163,0.837,2,270,9,1,0,RandD,medium,0
0.519,0.172,2,272,5,1,0,RandD,high,0
0.533,0.612,4,114,2,0,0,RandD,high,0
0.178,0.753,3,164,7,1,1,accounting,low,0
0.613,0.936,7,242,1,0,0,sales,high,0
0.014,0.117,7,289,9,0,0,product_mng,medium,1
0.928,0.926,2,256,4,1,1,hr,high,0
0.265,0.601,7,193,8,0,1,product_mng,medium,1
0.04,0.767,5,151,8,1,0,technical,high,1
0.108,0.054,3,298,5,1,0,RandD,high,1
0.24,0.506,4,289,10,1,1,IT,medium,1
0.274,0.623,4,295,8,0,0,marketing,high,1
0.033,0.307,3,153,9,1,0,marketing,medium,0
0.279,0.432,7,184,1,1,1,RandD,high,1
0.193,0.554,2,138,5,1,1,management,low,0
0.379,0.553,2,309,10,0,0,RandD,high,1
0.385,0.042,3,288,9,0,1,management,medium,1
0.339,0.439,2,121,5,0,1,sales,medium,0
0.328,0.214,2,139,1,0,1,accounting,medium,0
0.09,0.917,4,212,3,0,1,product_mng,high,1
0.025,0.977,4,179,6,0,0,accounting,medium,0
0.202,0.3,2,190,7,1,0,sales,low,1
0.757,0.175,6,168,10,0,0,marketing,high,0
0.991,0.22,7,241,1,1,0,sales,medium,0
0.929,0.478,6,295,4,0,1,RandD,low,1
0.504,0.875,5,300,3,1,1,support,low,0
0.532,0.5,7,189,10,1,1,technical,high,0
0.315,0.055,4,278,2,0,0,sales,low,0
0.774,0.04,4,246,3,0,0,support,low,0
0.765,0.227,2,127,3,1,0,management,medium,0
0.844,0.843,6,270,2,1,1,management,low,0
0.896,0.621,2,164,7,0,0,sales,medium,0
0.434,0.563,5,230,6,1,1,management,low,1
0.767,0.319,6,252,6,0,1,marketing,high,0
0.806,0.929,3,306,10,1,0,IT,medium,1
0.308,0.331,5,307,5,1,1,management,low,1
0.929,0.835,3,272,4,0,1,support,medium,0
0.094,0.896,4,201,4,0,1,technical,low,1
0.994,0.483,5,176,9,1,0,support,low,0
0.77,0.894,3,185,6,1,0,technical,low,1
0.093,0.277,6,308,2,1,0,product_mng,high,1
0.656,0.658,4,129,7,1,1,technical,high,0
0.034,0.088,4,205,8,0,1,support,medium,1
0.77,0.474,6,243,3,1,0,IT,low,0
0.799,0.217,3,85,6,0,0,RandD,low,0
0.602,0.063,4,232,6,1,1,hr,high,0
0.857,0.004,7,142,2,0,1,sales,medium,0
0.098,0.325,4,147,1,0,1,RandD,low,0
0.276,0.59,2,229,8,1,1,technical,low,1
0.414,0.455,3,82,7,1,1,management,medium,0
0.042,0.302,7,117,8,1,1,support,low,1
0.448,0.991,6,189,4,0,1,hr,high,0
0.265,0.94,6,220,6,0,0,accounting,low,1
0.393,0.126,3,106,10,1,0,IT,low,1
0.425,0.415,7,166,3,1,0,IT,high,0
0.879,0.649,4,153,7,1,1,IT,medium,0
0.27,0.733,6,208,2,0,0,product_mng,high,1
0.894,0.366,7,152,1,1,1,product_mng,low,0
0.426,0.746,3,80,10,0,1,RandD,high,0
0.328,0.124,7,207,2,1,0,product_mng,low,1
0.503,0.332,5,283,7,1,0,accounting,high,1
0.418,0.716,6,220,6,0,0,product_mng,high,0
0.257,0.626,6,166,9,1,1,IT,medium,1
0.503,0.837,3,195,6,1,0,IT,medium,1
0.152,0.047,6,113,7,1,0,accounting,low,1
0.352,0.174,3,136,9,1,0,technical,high,0
0.566,0.048,3,185,9,0,0,support,low,1
0.413,0.192,2,222,8,1,1,IT,low,0
